,sound_name,content,embedding_x,embedding_y,cluster
152,LD Riptile [GS],Leads,-0.57060945,0.10579922,9
153,LD Bionic Squirrel [BS],Leads,-0.7024378,-0.42663833,4
154,LD Nadamoog [FP],Leads,0.6147897,0.52893513,5
155,LD Electro Lead BA [SN],Leads,-0.6230195,-0.6936952,3
156,LD Clang [SD],Leads,-0.021946281,0.22635321,0
157,LD Heavy Metall [SD],Leads,-0.48165172,-0.15248819,9
158,LD Brutality [FN],Leads,-0.2982423,0.16698788,9
159,LD Epic Lead [AS],Leads,-0.45142466,0.021078954,9
160,LD Bendy Metal [DK],Leads,-0.6874718,-0.39823276,4
161,LD Dubrill [JD],Leads,-0.5093779,0.041940395,9
162,LD Scratchy (Hold) [AF],Leads,-0.6504416,-0.62857443,4
163,LD PaWuMpa [FP],Leads,-0.10383628,0.081578925,0
164,LD Watery [SD],Leads,-0.42050567,-0.1472524,9
165,LD D_Lead 2[DU],Leads,0.6152447,0.3736376,5
166,LD Digi Radar Boss [JL],Leads,-0.6233582,-0.28136584,4
167,LD Earliertoday [AF],Leads,-0.46268296,-0.304037,9
168,LD Organ Grinder [DK],Leads,-0.32106,0.07545859,9
169,LD In Your Face [RI],Leads,-0.5532369,-0.567317,4
170,LD Power 5ths [FP],Leads,-0.40347943,0.20358463,9
171,LD Release The BotRock,Leads,0.6150526,0.6477059,5
172,LD Junatic [AF],Leads,-0.6714468,-0.53259283,4
173,LD Jacked [7S],Leads,-0.5854644,-0.32877395,4
174,LD A Bit of Luck [SD],Leads,-0.37439072,0.30010462,9
175,LD Festival Beez [FP],Leads,-0.57822937,-0.9697974,10
176,LD Voicy [7S],Leads,-0.58524567,-0.0009566901,9
177,LD Scotland [BR],Leads,0.1574343,0.46858197,13
178,LD LaughMod [GS],Leads,-0.55404216,0.012052796,9
179,LD Analogesque [EE],Leads,-0.5216984,-0.016685054,9
180,LD C64 Lead [AS] ,Leads,-0.5040855,-0.267498,4
181,LD Tator [JD],Leads,-0.5983452,0.054076463,9
182,LD Marina [FP],Leads,0.48216173,0.4608747,13
183,LD Titan [CFA],Leads,-0.70172584,-0.32800964,4
184,LD D_Lead 1 [DU],Leads,-0.064339444,0.27121156,0
185,LD Araba [7S],Leads,-0.6045676,-0.45701453,4
186,LD BraveHeart [7S] ,Leads,-0.4187343,-0.01670424,9
187,LD HelloKitty [CFA],Leads,-0.8188272,-0.5193955,11
188,LD Postmodern Talking [FP],Leads,-0.07147209,0.1362933,0
189,LD IHeardULike5ths [SD],Leads,0.4419974,0.5358879,13
190,LD Noor Santoor [BR],Leads,-0.17190787,0.034041673,0
191,LD Voxy [JD],Leads,-0.5074891,0.055675276,9
192,LD SerumOfGod [7S],Leads,-0.667493,-0.4195781,4
193,LD Shanky Ganky Bot [LCV],Leads,-0.60816336,-0.760185,3
194,LD LimoDriver [GS],Leads,-0.6610289,-0.49068913,4
195,LD Mids Lead [BR],Leads,-0.5871267,-0.04714994,9
196,LD Jerk [BR],Leads,-0.63231635,-0.0695332,4
197,LD Spookytastic [FP],Leads,0.940518,0.4896631,6
198,LD BottleBlower [SD],Leads,-0.030058453,0.32544613,0
199,LD Tokyo [BR],Leads,-0.46264058,0.23095927,9
200,LD Pterodattero [AF],Leads,-0.3913595,-0.27216586,9
201,LD PeterPiper [SD],Leads,0.65358025,0.69189095,5
202,LD Caliber [SD],Leads,0.43161172,0.6250017,13
203,PL Snickers [CFA],Plucked,-0.284697,0.22006418,9
204,PL Phantoms [SD],Plucked,0.5980267,0.63772553,5
205,PL Tinkerbell [DRK],Plucked,-0.5988422,-0.5649497,4
206,PL Power and Progress [PL],Plucked,-0.09838059,0.37837872,0
207,PL Spacer [7S],Plucked,-0.35653058,0.16595261,9
208,PL Metallica [FN],Plucked,-0.5558986,-0.063454375,9
209,PL Sunny [7S],Plucked,-0.37273324,0.15710138,9
210,PL Pads Pluck [BR],Plucked,0.2831199,-0.23335108,0
211,PL Dyk Pyk [PL],Plucked,0.3817516,0.54161173,13
212,PL Beepy ting [GI],Plucked,-0.45760313,0.093305744,9
213,PL RanOutOfNames [7S],Plucked,-0.38733265,0.12354754,9
214,PL Downed [7S],Plucked,-0.5987547,-0.113841526,4
215,PL Nice Plugger [FN],Plucked,-0.25338048,0.23572968,9
216,PL Crusty Pluck [LCV],Plucked,-0.6808763,-0.15639955,4
217,PL D_Pluck [DU],Plucked,0.39195445,0.6000073,13
218,PL So Dreamy [FP],Plucked,0.72983396,0.3513828,1
219,PL Modern Drop 1 [DRK],Plucked,-0.49563256,-0.008156038,9
220,PL SuperAlba [7S],Plucked,-0.14961986,0.2258161,9
221,PL Downpitcher [FN],Plucked,-0.12409762,0.50115085,0
222,PL Crushed Pluck [AS],Plucked,-0.36302984,0.066759706,9
223,PL Cliche d00t [GI],Plucked,-0.27518934,0.12516782,9
224,PL Mallety [SD],Plucked,0.53418195,0.6757958,5
225,PL Spacey [AF],Plucked,-0.42463022,0.13406302,9
226,PL FMmy [SD],Plucked,0.41441855,0.66130966,13
227,PL Big Bell [AS],Plucked,0.31363675,0.5915243,13
228,PL Dreamy NuDisco [SW],Plucked,-0.3541445,0.026512101,9
229,PL Pluto [DRK],Plucked,-0.2786079,0.068140864,9
230,PL Monolith [7S],Plucked,-0.18796556,0.18858199,9
231,PL Plucked [RI],Plucked,-0.4875878,-0.048235837,9
232,PL Nothing Special [DRK],Plucked,0.38512436,0.52061254,13
233,PL Totem [7S],Plucked,-0.1125702,0.34124812,0
234,PL Metachord [FP],Plucked,-0.06753361,0.0013846591,0
235,SAMPLE Violas,Sample,-0.04443219,-0.12954473,0
236,SAMPLE Basic Shapes(Triangle),Sample,0.9078931,0.39371002,6
237,SAMPLE Yamaha Grand Piano,Sample,0.4954314,0.4110027,13
238,SAMPLE Basic Shapes(Square),Sample,0.7897957,0.1613657,1
239,SAMPLE Basic Shapes(Sin),Sample,1.0,0.3188318,2
240,SAMPLE Cellos,Sample,-0.031007249,-0.08188935,0
241,SAMPLE TOTAKEKE,Sample,0.0054261843,-0.48518932,9
242,SAMPLE Organ,Sample,0.876461,0.5333783,6
243,SAMPLE Basic Shapes(Saw),Sample,0.09737895,-0.13793008,0
244,SAMPLE Acoustic Guitar,Sample,0.5387533,0.37925643,13
245,SAMPLE Tenor Sax,Sample,-0.1517271,-0.58261126,12
246,SAMPLE Trombone,Sample,-0.21126983,-0.5337859,12
247,SAMPLE Clavinet,Sample,0.18849652,0.46715128,13
248,SAMPLE Flutes,Sample,0.664594,0.49336395,5
249,PLUCK Gamers,ONII-CHAN Pluck,-0.4991526,0.1367776,9
250,PLUCK Loli Bells,ONII-CHAN Pluck,-0.022593413,0.3516296,0
251,PLUCK Sad Machine,ONII-CHAN Pluck,0.40197065,0.4658999,13
252,PLUCK Hentai Prince,ONII-CHAN Pluck,-0.08842321,0.071941644,0
253,PLUCK Frederic Oddloop,ONII-CHAN Pluck,-0.14654596,0.44794926,9
254,PLUCK OHAYO,ONII-CHAN Pluck,0.31929654,0.4620843,13
255,PLUCK Tippy,ONII-CHAN Pluck,-0.08609818,0.22904626,0
256,PLUCK Tap Tap Hoe,ONII-CHAN Pluck,-0.6371539,-0.49589744,4
257,PLUCK Plucked Strings,ONII-CHAN Pluck,0.74364954,0.27396184,1
258,LEAD Tendou Best Girl,ONII-CHAN Lead,-0.5671506,0.05773218,9
259,LEAD ORESAMA,ONII-CHAN Lead,-0.5631088,-0.4859355,4
260,LEAD Video Jeux,ONII-CHAN Lead,-0.4071193,-0.3306598,9
261,LEAD Crying Worst Girl,ONII-CHAN Lead,0.07601201,0.20564912,1
262,LEAD Kitty Meow Meow,ONII-CHAN Lead,-0.56260884,-0.16812472,4
263,LEAD Square Buddles,ONII-CHAN Lead,0.80022776,0.11356879,1
264,LEAD Broken GameBoi,ONII-CHAN Lead,-0.40238598,-0.31318367,9
265,LEAD SNEK,ONII-CHAN Lead,0.1626026,-0.35949335,0
266,LEAD An Pan,ONII-CHAN Lead,-0.56029665,-0.44210988,4
267,LEAD Desu Desu,ONII-CHAN Lead,-0.42996728,-0.3203891,9
268,LEAD Serinuma Is Trash,ONII-CHAN Lead,-0.24338663,0.31247053,0
0,cluste_0,Center,0.17270407,-0.09001192,0
1,cluste_1,Center,0.7468494,0.21350774,1
2,cluste_2,Center,1.0,0.3188318,2
3,cluste_3,Center,-0.5743534,-0.7368052,3
4,cluste_4,Center,-0.62530077,-0.39540368,4
5,cluste_5,Center,0.6475292,0.5375255,5
6,cluste_6,Center,0.8964984,0.47382754,6
7,cluste_7,Center,-0.46585783,-0.8994765,7
8,cluste_8,Center,-0.7232114,-0.81271505,8
9,cluste_9,Center,-0.41192034,0.06898096,9
10,cluste_10,Center,-0.57822514,-0.9697959,10
11,cluste_11,Center,-0.81882733,-0.5193962,11
12,cluste_12,Center,-0.22392423,-0.6171845,12
13,cluste_13,Center,0.4268842,0.44234318,13
14,cluste_14,Center,-0.3513773,-1.0,14
